Order,Ref,Ref_name,DS_SS,Response,Comparison,Control,Type,Tx_mean,Tx_n,Tx_sd,Cx_mean,Cx_n,Cx_sd,SD_pool,Diff_in_means,ES,Hedges_d,Var_d,SE_d,CI_lo_d,CI_up_d,Tx_percent_dead,Tx_n_total,Tx_n_dead,Cx_percent_dead,Cx_n_total,Cx_n_dead,Tx_percent_dead_adj,Tx_n_total_adj,Tx_n_dead_adj,Cx_percent_dead_adj,Cx_n_total_adj,Cx_n_dead_adj,Tx_prob_mort,Cx_prob_mort,logRR,logRR_var,Observed_O,Expected_O_hat,O_hat_var_diff,logOR,logOR_var,Binary_sed_burial,Binary_regression_design,Binary_binary_data_only,Binary_repeated_measures,Binary_control_in_study,Ocean,Region,Updated_Genus,Updated_species,Coral_age_class,Treatment,Exp_details,Other_conditions,Sed_level_standardized,Sed_exposure,Sed_exposure_UoM,Sed_exposure_days,Sed_exposure_mg_cm2,Sed_exposure_mg_d_L,Sed_duration_class,Sed_source,Sed_mineralogy,Sed_grain_class,Sed_grain_micron,Sed_grain_category,Sed_application,Surface_direction,Surface_direction_deg,Coral_age_at_start_expt_days,Coral_age_at_end_expt_days,Coral_days_old_baseline,Additional_notes,
1895,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PE,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Echinopora,mammiformis,adult,Week 17 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,17,week,119,2475.2,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1896,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PF,2,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,,,0,,,,,,,0,0,0,1,0,Pacific,South China Sea,Porites,sillimaniana,adult,Week 0 - pre-sediment exposure,n/a,transplanted at 7.5m depth,0,0,week,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1897,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PF,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Porites,sillimaniana,adult,Week 3 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,3,week,21,436.8,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1898,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PF,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Porites,sillimaniana,adult,Week 4 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,4,week,28,582.4,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1899,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PF,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Porites,sillimaniana,adult,Week 6 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,6,week,42,873.6,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1900,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PF,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Porites,sillimaniana,adult,Week 12 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,12,week,84,1747.2,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1901,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PF,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Porites,sillimaniana,adult,Week 17 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,17,week,119,2475.2,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1902,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PG,2,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,,,0,,,,,,,0,0,0,1,0,Pacific,South China Sea,Montipora,corbettensis,adult,Week 0 - pre-sediment exposure,n/a,transplanted at 7.5m depth,0,0,week,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1903,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PG,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Montipora,corbettensis,adult,Week 2 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,2,week,14,291.2,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1904,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PG,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Montipora,corbettensis,adult,Week 4 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,4,week,28,582.4,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1905,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PG,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Montipora,corbettensis,adult,Week 6 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,6,week,42,873.6,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1906,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PG,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Montipora,corbettensis,adult,Week 8 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,8,week,56,1164.8,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1907,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PG,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Montipora,corbettensis,adult,Week 10 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,10,week,70,1456,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1908,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PG,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Montipora,corbettensis,adult,Week 13 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,13,week,91,1892.8,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1909,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PG,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Montipora,corbettensis,adult,Week 15 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,15,week,105,2184,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1910,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PG,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Montipora,corbettensis,adult,Week 17 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,17,week,119,2475.2,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1911,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PH,2,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,,,0,,,,,,,0,0,0,1,0,Pacific,South China Sea,Cyphastrea,microphthalma,adult,Week 0 - pre-sediment exposure,n/a,transplanted at 7.5m depth,0,0,week,0,0,,short,no sediment,no sediment,0 - no sediment,no sediment,no sediment,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1912,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PH,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Cyphastrea,microphthalma,adult,Week 2 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,2,week,14,291.2,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1913,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PH,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Cyphastrea,microphthalma,adult,Week 3 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,3,week,21,436.8,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1914,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PH,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Cyphastrea,microphthalma,adult,Week 5 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,5,week,35,728,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1915,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PH,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Cyphastrea,microphthalma,adult,Week 7 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,7,week,49,1019.2,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1916,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PH,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Cyphastrea,microphthalma,adult,Week 13 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,13,week,91,1892.8,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
1917,DS08a,Hodgson 1989 PhD Chapter IV - field,DS,total_mortality,PH,0,cc,,,,,,,,,,,,,,,0,4,0,0,4,0,0,4.5,0.5,0,4.5,0.5,0.11,0.11,0,3.56,0.5,0.5,0.25,0,4,0,0,0,1,0,Pacific,South China Sea,Cyphastrea,microphthalma,adult,Week 17 of sediment exposure,n/a,transplanted at 7.5m depth,20.8,17,week,119,2475.2,,long,marine,carbonate,2b - fine sand,n/s,2 - fine,,,,,,,"taxonomically diverse study that quantified the effect of ambient sediment on the partial/total mortality of 22 scleractinian species transplanted in the field; not many other details given; NOTE: NO CONTROL (lack of sediment) treatment to compare to, only time-0 (pre-exposure) to compare to repeated measures",no control (lack of sediment) treatment BUT there is a Time 0 (pre-exposure) comparison; removed rows that corresponded with antibiotic treatment
